"id","label"
"1030","Przeginia Duchowna Centrum"
"1031","Przeginia Duchowna Bar"
"1032","Przeginia Narodowa Bonar"
"1033","Przeginia Narodowa"
"1034","Czernichów Bór"
"1035","Batowice Spławy"
"1036","Batowice Kapliczka"
"1037","Batowice Dłubnia"
"1038","Raciborowice"
"1039","Raciborowice Granica"
"1040","Wróżenice"
"1041","Wróżenicka"
"1042","Czulice I"
"1043","Skawina Centrum Sportowe"
"1044","Skawina Radziszowska"
"1045","Skawina Os.Radziszowskie"
"1046","Skawina Nad Potokiem"
"1047","Radziszów Kamionna"
"1048","Radziszów Centrum"
"1049","Radziszów Zadworze"
"1050","Radziszów Włosanka"
"1051","Radziszów Podlesie"
"1052","Radziszów Leśniczówka"
"1053","Radziszów Stare Sanatorium"
"1054","Libertów Dolny"
"1055","Lusina Granica"
"1056","Lusina"
"1057","Lusina Dwór"
"1058","Lusina Spacerowa"
"1059","Lusina Szkoła"
"1060","Lusina Łany"
"1061","Lusina Pętla"
"1062","Gaj Kwiatowa"
"1063","Gaj Rudawa"
"1064","Gaj Zgody"
"1065","Bibice"
"1066","Michałowice Komora"
"1067","Michałowice Banasiówka"
"1068","Michałowice Kwiaty Polne"
"1069","Michałowice Brzozowa"
"1070","Michałowice Las Michałowski"
"1071","Michałowice Ujęcie Wody"
"1072","Michałowice Ośrodek Zdrowia"
"1073","Michałowice II"
"1074","Warszówka"
"1075","Laskowiec"
"1076","Michałowice Gościniec"
"1077","Kozierów Skrzyżowanie"
"1078","Zabierzów"
"1079","Skała Kmity"
"1080","Brzoskwinia Koziary"
"1081","Brzoskwinia Góra"
"1082","Brzoskwinia Sklep"
"1083","Brzoskwinia Kamyk"
"1084","Brzoskwinia"
"1085","Nielepice Stadnina"
"1086","Piekary Pałac"
"1087","Piekary Górne"
"1088","Piekary III"
"1089","Rączna Kapliczka"
"1090","Rączna Osiedle"
"1091","Dąbrowa Szlachecka Krzyż"
"1092","Dąbrowa Szlachecka Figurka"
"1093","Dąbrowa Szlachecka"
"1094","Dąbrowa Szlachecka Krzemiennik"
"1095","Wołowice Szkoła"
"1096","Wołowice"
"1097","Wołowice Kapliczka"
"1098","Wołowice Sklep"
"1099","Wołowice Pichonówka"
"1100","Wołowice Niwa"
"1101","Czernichów Stacja Paliw"
"1102","Raciborowice Centrum"
"1103","Kończyce"
"1104","Książniczki Boisko"
"1105","Książniczki Centrum"
"1106","Książniczki Las"
"1107","Młodziejowice Młyn"
"1108","Młodziejowice Park"
"1109","Michałowice Ogrodowa"
"1110","Michałowice"
"1111","Michałowice I"
"1112","Michałowice Koźlica"
"1113","Masłomiąca Staw"
"1114","Masłomiąca"
"1115","Więcławice Stare"
"1116","Sieborowice"
"1117","Zagórzyce Stare"
"1118","Zagórzyce Dworskie"
"1119","Więcławice Stare Wysyłek"
"1120","Pielgrzymowice Granica"
"1121","Pielgrzymowice"
"1122","Rzozów Skotnica"
"1123","Rzozów Zagonnie"
"1124","Rzozów PKP"
"1125","Radziszów Kładka"
"1126","Radziszów Zacisze"
"1127","Radziszów Podwale"
"1128","Radziszów Zawodzie"
"1129","Radziszów PKP"
"1130","Wola Radziszowska Łęg"
"1131","Wola Radziszowska Mała Ostra Góra"
"1132","Wola Radziszowska Most"
"1133","Wola Radziszowska Lipki"
"1134","Wola Radziszowska Podgaźle"
"1135","Wola Radziszowska Centrum"
"1136","Wola Radziszowska Chorzyny"
"1137","Pytlasińskiego"
"1138","Chałubińskiego"
"1139","Krakówka"
"1140","Lusina Dolna"
"1141","Lusina Zagrody"
"1142","Lusina Kraśnik"
"1143","Lusina Dobrzyczany"
"1144","Lusina Górka"
"1145","Lusina Zielona"
"1146","Witkowice"
"1147","Os.Marszowiec"
"1148","Zielonki Marszowiec Pętla"
"1149","Zielonki Galicyjska"
"1150","Korzkiew Botoja"
"1151","Korzkiew Zamek"
"1152","Grębynice OSP"
"1153","Grębynice"
"1154","Grębynice Mogiełki"
"1155","Maszyce"
"1156","Maszyce Remiza"
"1157","Maszyce Skrzyżowanie"
"1158","Smardzowice Wołówka"
"1159","Modlniczka Trzcie"
"1160","Brzezie Działki"
"1161","Brzezie Narodowe"
"1162","Brzezie"
"1163","Ujazd Pętla"
"1164","Brzezie Kulka"
"1165","Zabierzów Młyn"
"1166","Karniowice I"
"1167","Budzyń Plaża Główna"
"1168","Budzyń Zalew Budzyński"
"1169","Cholerzyn"
"1170","Cholerzyn Sklep"
"1171","Cholerzyn Skrzyżowanie"
"1172","Cholerzyn Granica"
"1173","Mników Dziady"
"1174","Mników Droga do Kaszowa"
"1175","Mników Sklep"
"1176","Czułów"
"1177","Czułów Droga na Czułówek"
"1178","Czułów Szkoła"
"1179","Sanka Skrzyżowanie"
"1180","Rybna Nowy Świat"
"1181","Rybna Nowy Świat Góra"
"1182","Rybna Szkoła"
"1183","Rybna"
"1184","Rybna Dół"
"1185","Rybna Ośrodek Zdrowia"
"1186","Rybna Granica"
"1187","Przeginia Duchowna"
"1188","Czułówek"
"1189","Zastów"
"1190","Zastów Działki"
"1191","Wiktorowice Skrzyżowanie"
"1192","Wiktorowice Centrum"
"1193","Wiktorowice Granica"
"1194","Skawina PKP"
"1195","Radziszów Cmentarz"
"1196","Radziszów Za Mogiłką"
"1197","Jurczyce Podole"
"1198","Jurczyce Szkoła"
"1199","Jurczyce Dom Ludowy"
"1200","Grabie Kuźnia"
"1201","Mogilany Cicha"
"1202","Mogilany Wiadukt"
"1203","Mogilany Włosań"
"1204","Konary Włosań"
"1205","Włosań Kopań"
"1206","Włosań Krzyżówka"
"1207","Michałowice Lecznica"
"1208","Michałowice Górna"
"1209","Michałowice Michałówka"
"1210","Żerkowice Kolonia"
"1211","Żerkowice Skrzyżowanie"
"1212","Krasieniec Stary"
"1213","Krasieniec Remiza"
"1214","Krasieniec Pod Lipą"
"1215","Krasieniec Zakupny"
"1216","Bolechowice Zielona Mała"
"1217","Więckowice Lipka"
"1218","Więckowice"
"1219","Kobylany"
"1220","Kobylany Remiza"
"1221","Kobylany I"
"1222","Brzezinka Zarzecze"
"1223","Brzezinka"
"1224","Brzezinka Skrzyżowanie"
"1225","Rudawa Bloki"
"1226","Radwanowice I"
"1227","Radwanowice Pętla"
"1228","Radwanowice II"
"1229","Dubie Skrzyżowanie"
"1230","Pisary Kasztanowa"
"1231","Pisary"
"1232","Pisary Dwór"
"1233","Pisary Kiosk"
"1234","Pisary Mleczarnia"
"1235","Rudawa Szkoła"
"1236","Młynka"
"1237","Pisary Skrzyżowanie"
"1238","Nawojowa Góra I"
"1239","Nawojowa Góra II"
"1240","Krzeszowice Witaminka"
"1241","Bibice Rynek"
"1242","Bibice Na Czekaj"
"1243","Wola Zachariaszowska Kresy"
"1244","Górna Wieś"
"1245","Garlica Duchowna Rozjazd"
"1246","Garliczka Chochół"
"1247","Owczary Górna"
"1248","Owczary Gajowa"
"1249","Owczary Długa"
"1250","Mogilany Ośrodek Zdrowia"
"1251","Konary Sęk"
"1252","Świątniki Buk"
"1253","Olszanica"
"1254","Olszanica Ogródki Działkowe"
"1255","Olszanica Bory"
"1256","Bibice Cmentarz"
"1257","Węgrzce Centrum Medyczne"
"1258","Węgrzce Magiczne Wzgórze"
"1259","Węgrzce Bosutów Sudół"
"1260","Węgrzce Bosutów"
"1261","Bosutów Dziekanowice"
"1262","Bosutów Krakowska"
"1263","Bosutów Straż"
"1264","Zabawa I"
"1265","Zabawa"
"1266","Mała Wieś"
"1267","Sułków"
"1268","Ochmanów Oknoplast"
"1269","Zakrzów"
"1270","Podłęże Balachówka"
"1271","Podłęże Straż"
"1272","Podłęże Centrum"
"1273","Staniątki Wiadukt"
"1274","Niepołomice Wielicka"
"1275","Niepołomice Boryczów"
"1276","Wieliczka Park"
"1277","Wieliczka Rynek"
"1278","Wieliczka Os.Asnyka"
"1279","Szpital Okulistyczny"
"1280","Zakole"
"1281","Zawiszy"
"1282","Aleksandry"
"1283","Millana"
"1284","Chopina"
"1285","Most Kotlarski"
"1286","Prądnicka"
