"line_number","stop_name"
"213","Krzęcin Kościół"
"213","Krzęcin Kapliczka"
"213","Krzęcin Częsna"
"214","Borek Fałęcki"
"214","Góra Borkowska"
"214","Judyma"
"214","Kąpielowa"
"214","Wilga"
"214","Zdrojowa"
"214","Swoszowice Sklep"
"214","Swoszowice Poczta"
"214","Swoszowice"
"214","Fort Swoszowice"
"214","Landaua"
"214","Rajsko"
"214","Geologów"
"214","Malinowskiego"
"214","Drużbackiej"
"214","Soboniowice"
"214","Pod Lipą"
"214","Soboniowice Granica Miasta"
"215","Borek Fałęcki"
"215","Góra Borkowska"
"215","Judyma"
"215","Kąpielowa"
"215","Wilga"
"215","Zdrojowa"
"215","Swoszowice Sklep"
"215","Swoszowice Poczta"
"215","Swoszowice"
"215","Wróblowice Szkoła"
"215","Wróblowice Rozwidlenie"
"215","Ukraina"
"215","Zbydniowice"
"215","Wrząsowice Wrzosowa"
"215","Wrząsowice Centrum"
"215","Wrząsowice Pileckiego"
"215","Wrząsowice Kowaleca"
"215","Wrząsowice"
"215","Wrząsowice Zielona"
"215","Świątniki Krakowska"
"215","Świątniki Urząd Miasta i Gminy"
"215","Świątniki Centrum"
"215","Świątniki Bielowicza Szkoła"
"215","Świątniki Skrzyżowanie"
"215","Świątniki Górne Piasna Górka"
"215","Rzeszotary Zalesie"
"215","Rzeszotary Panciawa"
"217","Krowodrza Górka"
"217","Zdrowa"
"217","Mackiewicza"
"217","Imbramowska"
"217","Opolska Estakada"
"217","Aleja 29 Listopada"
"217","Kuźnicy Kołłątajowskiej"
"217","Belwederczyków"
"217","Trzecia Góra"
"217","Węgrzce Starostwo Powiatowe"
"217","Węgrzce"
"217","Węgrzce Centrum"
"217","Węgrzce Błonie"
"218","Bronowice Małe"
"218","Giełda Balicka P+R"
"218","Lindego"
"218","UR Balicka"
"218","Młynówka SKA"
"218","Godlewskiego"
"218","Zakliki"
"218","Mydlniki"
"218","Mydlniki Stawy"
"218","Mydlniki Granica Miasta"
"218","Szczyglice Podkamycze"
"218","Szczyglice Autostrada"
"218","Szczyglice Dom Kultury"
"218","Szczyglice"
"218","Balice Autostrada"
"218","Balice Autostrada"
"218","Balice Szkoła"
"218","Balice OSP"
"218","Balice Leśna"
"218","Balice Grzybów"
"218","Burów"
"218","Burów Centrum"
"218","Kleszczów Pod Lipką"
"220","Krowodrza Górka"
"220","Krowoderskich Zuchów"
"220","Batalionu Skała AK"
"220","Wyki"
"220","Skrajna"
"220","Jordanowska"
"220","Chabrowa"
"220","Os.Łokietka"
"220","Poziomkowa"
"220","Gospodarska"
"220","Tonie Skrzyżowanie"
"220","Tonie Gliniki"
"220","Modlnica Trojadyn Szydło"
"220","Giebułtów Trojadyn Trafo"
"220","Giebułtów Trojadyn"
"220","Trojadyn Skrzyżowanie"
"221","Mały Płaszów"
"221","Mały Płaszów"
"221","Surzyckiego"
"221","Albatrosów"
"221","Jeżowa"
"221","Rybitwy Sklep"
"221","Rybitwy Dom Kultury"
"221","Rybitwy Rozjazd"
"221","Szparagowa"
"221","Ks.Targosza"
"221","Przewóz"
"221","Łutnia"
"221","Brzegi I"
"221","Brzegi III"
"221","Grabie Szczurów"
"221","Grabie Dom Kultury"
"221","Grabie Kościół"
"221","Niepołomice Podgrabie"
"221","Niepołomice Pasternik"
"221","Niepołomice Kątek"
"221","Niepołomice Poręby"
"221","Niepołomice Diesla"
"221","Niepołomice Wodna"
"221","Niepołomice Płaszowska I"
"221","Niepołomice Kościuszki"
"221","Niepołomice Rynek"
"222","Czyżyny Dworzec"
"222","Rondo Czyżyńskie"
"222","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"222","Teatr Ludowy"
"222","Kocmyrzowska"
"222","Wańkowicza"
"222","Darwina"
"222","Wzgórza Krzesławickie"
"222","Grębałów"
"222","Gustawa Morcinka"
"222","Prusy"
"222","Prusy Szkoła"
"222","Prusy WSR"
"222","Sulechów"
"222","Dojazdów PKS"
"222","Dojazdów Działki"
"222","Kocmyrzów Rondo"
"222","Luborzyca Szkoła"
"222","Luborzyca"
"222","Wysiołek Luborzycki Skrzyżowanie"
"222","Wysiołek Luborzycki"
"222","Wysiołek Luborzycki Radwany"
"222","Marszowice Góry"
"222","Marszowice Centrum"
"222","Marszowice"
"222","Polanowice Kolonia"
"222","Polanowice"
"222","Niedźwiedź PKP"
"222","Niedźwiedź Felix"
"222","Ratajów Skrzyżowanie"
"222","Słomniki Zagłoby"
"222","Słomniki Rynek"
"222","Słomniki Kościuszki"
"223","Czerwone Maki"
"223","Czerwone Maki"
"223","Bunscha"
"223","Babińskiego"
"223","Skotniki"
"223","Baczyńskiego"
"223","Wrony"
"223","Skawina Podlipki"
"223","Skawina Rzepnik"
"223","Skawina Rynek"
"223","Skawina Szkoła"
"223","Skawina Sąd"
"223","Skawina Koncentraty"
"223","Skawina Zachodnia"
"223","Skawina Elektrownia"
"223","Skawina Piłsudskiego"
"223","Skawina Podbory"
"223","Borek Szlachecki I"
"223","Borek Szlachecki II"
"223","Zelczyna I"
"223","Zelczyna Sklep"
"223","Zelczyna Szkoła"
"223","Wielkie Drogi"
"223","Wielkie Drogi PKP"
"223","Wielkie Drogi Ośrodek Zdrowia"
"223","Wielkie Drogi Szkoła"
"223","Wielkie Drogi Trzebol"
"223","Jaśkowice PKP"
"223","Jaśkowice"
"223","Brzeźnica Kuźnia"
"223","Brzeźnica Pasieka"
"224","Centrum JP II"
"224","Przykopy"
"224","Kurdwanów"
"224","Witosa"
"224","Nowosądecka"
"224","Piaski Nowe"
"224","Dauna"
"224","Bieżanowska"
"224","Wlotowa"
"224","Prokocim Szpital"
"224","Jerzmanowskiego"
"224","Wielicka"
"224","Wielicka Granica Miasta"
"224","Krzyszkowice Modrzewiowa"
"224","Krzyszkowice Krzyszkowicka"
"224","Krzyszkowice Os.Szymanowskiego"
"224","Wieliczka Solne Miasto"
"224","Wieliczka Sąd"
"224","Wieliczka Klaśnieńska"
"224","Wieliczka Kopalnia Soli"
"224","Wieliczka Goliana"
"224","Wieliczka Cmentarz"
"225","Borek Fałęcki"
"225","Góra Borkowska"
"225","Judyma"
"225","Kąpielowa"
"225","Wilga"
"225","Zdrojowa"
"225","Swoszowice Sklep"
"225","Swoszowice Poczta"
"225","Swoszowice"
"225","Wróblowice Szkoła"
"225","Wróblowice Rozwidlenie"
"225","Ukraina"
"225","Zbydniowice"
"225","Wrząsowice Nad Wilgą"
"225","Wrząsowice Pod Skałą"
"225","Ochojno Dąbrówki"
"225","Ochojno Kamieniec"
"225","Ochojno Skrzyżowanie"
"225","Rzeszotary Górne"
"225","Rzeszotary Polanki"
"225","Rzeszotary"
"225","Rzeszotary Tempo"
"225","Rzeszotary Trafo"
"225","Rzeszotary Szkoła"
"225","Rzeszotary Pod Dębiną"
"225","Świątniki Skrzyżowanie"
"225","Świątniki Bielowicza Szkoła"
"225","Świątniki Centrum"
"226","Bronowice Małe"
"226","Giełda Balicka P+R"
"226","Lindego"
"226","UR Balicka"
"226","Młynówka SKA"
"226","Godlewskiego"
"226","Zakliki"
"226","Mydlniki"
"226","Mydlniki Stawy"
"226","Mydlniki Granica Miasta"
"226","Szczyglice Podkamycze"
"226","Szczyglice Most"
"226","Balice Autostrada"
"226","Balice Autostrada"
"226","Balice Szkoła"
"226","Balice Instytut"
"226","Balice Winna Góra"
"226","Aleksandrowice Osiedle"
"226","Aleksandrowice"
"226","Morawica Cmentarz"
"226","Morawica Krzyżówka"
"226","Morawica Mostek"
"226","Chrosna Kapliczka"
"226","Chrosna Sklep"
"226","Chrosna Studnia"
"227","Krowodrza Górka"
"227","Zdrowa"
"227","Pleszowska"
"227","Białoprądnicka"
"227","Piaszczysta"
"227","Glogera"
"227","Glogera Granica Miasta"
"227","Zielonki Skrzyżowanie"
"227","Zielonki UG"
"227","Zielonki Transformator"
"227","Zielonki Rozjazd"
"227","Garlica Murowana Podskale"
"227","Garlica Murowana Kasztany"
"227","Garlica Murowana"
"227","Garlica Duchowna"
"227","Garlica Duchowna Droga do Garliczki"
"227","Wola Zachariaszowska"
"227","Wola Zachariaszowska Zakońce"
"229","Salwator"
"229","Malczewskiego"
"229","Księcia Józefa"
"229","Benedyktowicza"
"229","Glinnik"
"229","Przegorzały"
"229","Na Krępaku"
"229","Bielańskie Skały"
"229","Wodociągi"
"229","Bielany Klasztor"
"229","Bielany Szkoła"
"229","Bielany"
"229","Granica Miasta"
"229","Kryspinów"
"229","Kryspinów Sanka"
"229","Liszki I"
"229","Liszki UG"
"229","Liszki Krzyżówka"
"229","Liszki Wołowska Droga"
"229","Wyźrał Wielka Droga"
"229","Wyźrał Szkoła"
"229","Kaszów Wyźrał"
"229","Zagacie Witkówki"
"229","Zagacie"
"229","Czernichów GS"
"229","Czernichów"
"229","Czernichów Zakamycze"
"229","Czernichów Ratanice Most"
"229","Czernichów Ratanice"
"229","Kłokoczyn"
"229","Rusocice Łęg"
"229","Rusocice Załęg"
"229","Rusocice Wieś"
"229","Rusocice Skład"
"229","Rusocice Droga do Kościoła"
"229","Rusocice Jałowce"
"229","Rusocice Stacja Benzynowa"
"229","Kamień Dół"
"230","Bronowice Małe"
"230","Bronowice Wiadukt"
"230","Rondo Ofiar Katynia"
"230","Stawowa"
"230","Jasnogórska"
"230","Skrzyżowanie do Podchruścia"
"230","Modlniczka Poligon"
"230","Modlniczka I"
"230","Modlniczka"
"230","Modlnica Skrzyżowanie"
"230","Modlnica"
"230","Tomaszowice Wedonka"
"230","Tomaszowice I"
"230","Tomaszowice"
"230","Tomaszowice Gliniki"
"232","Czyżyny Dworzec"
"232","Rondo Czyżyńskie"
"232","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"232","Teatr Ludowy"
"232","Kocmyrzowska"
"232","Wańkowicza"
"232","Darwina"
"232","Wzgórza Krzesławickie"
"232","Grębałów"
"232","Gustawa Morcinka"
"232","Prusy"
"232","Prusy Szkoła"
"232","Prusy WSR"
"232","Sulechów"
"232","Dojazdów PKS"
"232","Dojazdów Działki"
"232","Kocmyrzów Rondo"
"232","Luborzyca Szkoła"
"232","Luborzyca"
"232","Wysiołek Luborzycki Skrzyżowanie"
"232","Wysiołek Luborzycki Kapkazy"
"232","Łuczyce Las"
"232","Łuczyce"
"232","Łuczyce Zjawienie"
"232","Łuczyce Zwierzyniec"
"232","Sadowie"
"232","Goszcza Cmentarz"
"233","Borek Fałęcki"
"233","Góra Borkowska"
"233","Zawiła Cmentarz"
"233","Las Borkowski"
"233","Zawiła"
"233","Komuny Paryskiej"
"233","Kobierzyn"
"233","Babińskiego"
"233","Skotniki"
"233","Baczyńskiego"
"233","Wrony"
"233","Skawina Podlipki"
"233","Skawina Rzepnik"
"233","Skawina Cmentarz"
"233","Skawina Popiełuszki"
"233","Skawina Ajka"
"233","Skawina"
"233","Skawina Ajka"
"233","Skawina Cmentarz"
"233","Skawina Rynek"
"233","Skawina Szkoła"
"233","Skawina Sąd"
"233","Skawina Koncentraty"
"233","Skawina Energetyków Przejazd PKP"
"233","Skawina Energetyków"
"233","Skawina Robotnicza"
"233","Kopanka Kościół"
"233","Kopanka Szkoła"
"233","Skawina Pileckiego"
"233","Skawina Ofiar Katynia"
"233","Kopanka Kapliczka"
"233","Kopanka Druga"
"235","Borek Fałęcki"
"235","Góra Borkowska"
"235","Judyma"
"235","Kąpielowa"
"235","Opatkowice Wiadukt"
"235","Opatkowice"
"235","Ważewskiego"
"235","Libertów Zgodna"
"235","Libertów"
"235","Libertów Szkoła"
"235","Libertów Działy"
"235","Libertów Krzyżówka"
"235","Libertów Droga do Sidziny"
"235","Brzyczyna"
"235","Skawina Wyspiańskiego"
"235","Skawina Korabnicka"
"235","Skawina Korabnicka Szkoła"
"235","Skawina Cmentarz"
"235","Skawina Rynek"
"235","Skawina Szkoła"
"235","Skawina Sąd"
"235","Skawina Koncentraty"
"235","Skawina Zachodnia"
"235","Skawina Elektrownia"
"235","Skawina Piłsudskiego"
"237","Krowodrza Górka"
"237","Zdrowa"
"237","Pleszowska"
"237","Białoprądnicka"
"237","Piaszczysta"
"237","Glogera"
"237","Glogera Granica Miasta"
"237","Zielonki Skrzyżowanie"
"237","Zielonki UG"
"237","Zielonki Transformator"
"237","Zielonki Rozjazd"
"237","Trojanowice Strugi"
"237","Trojanowice"
"237","Januszowice"
"237","Przybysławice II"
"237","Przybysławice III"
"237","Przybysławice I"
"237","Brzozówka Sklep"
"237","Brzozówka"
"237","Owczary"
"238","Bronowice Małe"
"238","Bronowice Wiadukt"
"238","Rondo Ofiar Katynia"
"238","Katowicka"
"238","Pasternik Cmentarz"
"238","Pasternik"
"238","Droga do Rząski"
"238","Rząska Jednostka Wojskowa"
"238","Rząska UR"
"238","Rząska"
"238","Rząska Autostrada"
"238","Modlniczka Mała"
"238","Zabierzów Działki"
"238","Kraków Business Park"
"238","Zabierzów Sklep"
"238","Zabierzów Piekarnia"
"238","Zabierzów I"
"238","Zabierzów Piaski"
"238","Zabierzów Ośrodek Zdrowia"
"238","Kochanów I"
"238","Kochanów"
"238","Droga do Niegoszowic"
"238","Rudawa Stadion"
"238","Rudawa PKP"
"238","Rudawa Kościół"
"238","Rudawa"
"238","Rudawa Młyn"
"238","Młynka I"
"239","Salwator"
"239","Malczewskiego"
"239","Księcia Józefa"
"239","Benedyktowicza"
"239","Glinnik"
"239","Przegorzały"
"239","Zaskale"
"239","Na Krępaku"
"239","Bielańskie Skały"
"239","Wodociągi"
"239","Bielany Klasztor"
"239","Bielany Szkoła"
"239","Bielany"
"239","Granica Miasta"
"239","Kryspinów"
"239","Kryspinów Sanka"
"239","Liszki I"
"239","Liszki UG"
"239","Liszki Krzyżówka"
"239","Liszki Wołowska Droga"
"239","Rączna Dzikowiec"
"239","Rączna Podlas"
"239","Rączna Kościół"
"239","Rączna OSP"
"239","Rączna Boisko"
"239","Jeziorzany Rondo"
"240","Krowodrza Górka"
"240","Krowoderskich Zuchów"
"240","Batalionu Skała AK"
"240","Wyki"
"240","Skrajna"
"240","Jordanowska"
"240","Chabrowa"
"240","Os.Łokietka"
"240","Poziomkowa"
"240","Gospodarska"
"240","Tonie Skrzyżowanie"
"240","Tonie Kąty"
"242","Kombinat"
"242","Zajezdnia Nowa Huta"
"242","Elektromontaż"
"242","Lubocza PKP"
"242","Lubocza Bugaj"
"242","Lubocza Przychodnia"
"242","Lubocza Szkoła"
"242","Lubocza Trafo"
"242","Wadowska"
"242","Wadów"
"242","Wadów Szkoła"
"242","Wadów Osiedle"
"242","Łuczanowice Skrzyżowanie"
"242","Bystronia"
"242","Łuczanowice"
"242","Krzysztoforzyce Góra"
"242","Krzysztoforzyce przy Dworze"
"242","Krzysztoforzyce Sklep"
"243","Dworzec Płaszów"
"243","Dworcowa"
"243","Kabel"
"243","Bieżanowska"
"243","Prosta"
"243","Prokocim Rynek"
"243","Młodzieży"
"243","Cmentarz Prokocim"
"243","Ćwiklińskiej"
"243","Nowy Bieżanów"
"243","Barbary"
"243","Bieżanów Pomnik"
"243","Sucharskiego"
"243","Złocieniowa"
"243","Bieżanów Granica Miasta"
"243","Czarnochowice I"
"243","Kokotów I"
"243","Kokotów II"
"243","Węgrzce Wielkie II"
"243","Węgrzce Wielkie III"
"244","Czerwone Maki"
"244","Czerwone Maki"
"244","Bunscha"
"244","Babińskiego"
"244","Kobierzyn"
"244","Komuny Paryskiej"
"244","Zawiła"
"244","Las Borkowski"
"244","Zawiła Cmentarz"
"244","Góra Borkowska"
"244","Borek Fałęcki"
"244","Góra Borkowska"
"244","Jugowicka"
"244","Myślenicka"
"244","Bujaka"
"244","Kurdwanów"
"244","Witosa"
"244","Nowosądecka"
"244","Piaski Nowe"
"244","Dauna"
"244","Bieżanowska"
"244","Wlotowa"
"244","Prokocim Szpital"
"244","Jerzmanowskiego"
"244","Wielicka"
"244","Wielicka Granica Miasta"
"244","Krzyszkowice Modrzewiowa"
"244","Krzyszkowice Kasztanowa II"
"244","Krzyszkowice Kasztanowa I"
"244","Krzyszkowice Kościół"
"244","Krzyszkowice Os.Szymanowskiego"
"244","Wieliczka CPN"
"244","Wieliczka Kościół"
"244","Wieliczka Cmentarz"
"245","Borek Fałęcki"
"245","Góra Borkowska"
"245","Judyma"
"245","Kąpielowa"
"245","Opatkowice Wiadukt"
"245","Opatkowice"
"245","Ważewskiego"
"245","Libertów"
"245","Gaj Szkoła"
"245","Gaj Zadziele"
"245","Mogilany Rynek"
"245","Mogilany Cmentarz"
"245","Mogilany Kopce"
"245","Chorowice"
"245","Kulerzów Wąwóz"
"245","Kulerzów"
"245","Buków Szkoła"
"245","Buków Klin"
"245","Buków"
"245","Skawina Bukowska"
"247","Krowodrza Górka"
"247","Zdrowa"
"247","Mackiewicza"
"247","Imbramowska"
"247","Opolska Estakada"
"247","Aleja 29 Listopada"
"247","Kuźnicy Kołłątajowskiej"
"247","Belwederczyków"
"247","Trzecia Góra"
"247","Węgrzce Starostwo Powiatowe"
"247","Węgrzce"
"247","Bibice Kościuszki"
"248","Bronowice Małe"
"248","Bronowice Wiadukt"
"248","Rondo Ofiar Katynia"
"248","Katowicka"
"248","Pasternik Cmentarz"
"248","Pasternik"
"248","Droga do Rząski"
"248","Leroy Merlin"
"248","Modlniczka Mała"
"248","Zabierzów Działki"
"248","Zabierzów Sklep"
"248","Zabierzów Piekarnia"
"248","Zabierzów Gimnazjum"
"248","Zabierzów PKP"
"248","Bolechowice Zielona"
"248","Bolechowice Krzewiny"
"248","Bolechowice Drogi"
"248","Bolechowice"
"248","Zelków Wola"
"248","Zelków Staw"
"248","Zelków Spławy"
"248","Zelków I"
"249","Salwator"
"249","Malczewskiego"
"249","Księcia Józefa"
"249","Benedyktowicza"
"249","Glinnik"
"249","Przegorzały"
"249","Na Krępaku"
"249","Bielańskie Skały"
"249","Wodociągi"
"249","Skalna"
"249","Bielańska"
"249","Kryspinów Stopień Wodny"
"249","Piekary Na Brzegu"
"249","Piekary Korea"
"249","Piekary Sklep"
"249","Piekary"
"249","Piekary Borki"
"249","Piekary Dół"
"249","Liszki Tyniecka"
"249","Liszki UG"
"249","Liszki Krzyżówka"
"249","Kaszów Łysa Góra"
"249","Kaszów Tyrałówka"
"249","Kaszów"
"249","Kaszów II"
"249","Nowa Wieś Kapliczka"
"249","Nowa Wieś"
"249","Nowa Wieś Kościół"
"249","Nowa Wieś Szlachecka"
"249","Nowa Wieś Jesionka"
"249","Przeginia Duchowna Szkoła"
"249","Przeginia Duchowna Centrum"
"249","Przeginia Duchowna Bar"
"249","Przeginia Narodowa Bonar"
"249","Przeginia Narodowa"
"249","Czernichów Bór"
"249","Czernichów Zakamycze"
"250","Prądnik Czerwony"
"250","Strzelców"
"250","Rondo Barei"
"250","Strzelców"
"250","Prądnik Czerwony"
"250","Cmentarz Batowice"
"250","Cmentarz Batowice Wschód"
"250","Batowice"
"250","Batowice PKP"
"250","Batowice Spławy"
"250","Batowice Kapliczka"
"250","Batowice Dłubnia"
"250","Raciborowice"
"250","Raciborowice Granica"
"252","Pleszów"
"252","Zakład Przeróbki"
"252","Szymańskiego"
"252","Wyciąże"
"252","Janówka"
"252","Błonia Kościelnickie"
"252","Kościelniki"
"252","Zabłocie Kościelnickie"
"252","Resztówka"
"252","Ostafina"
"252","Hektary"
"252","Wróżenice Górka"
"252","Wróżenice"
"252","Wróżenice Górka"
"252","Wróżenicka"
"252","Czulice I"
"253","Czerwone Maki"
"253","Czerwone Maki"
"253","Bunscha"
"253","Babińskiego"
"253","Skotniki"
"253","Baczyńskiego"
"253","Wrony"
"253","Skawina Podlipki"
"253","Skawina Rzepnik"
"253","Skawina Cmentarz"
"253","Skawina Popiełuszki"
"253","Skawina Ajka"
"253","Skawina Centrum Sportowe"
"253","Skawina Radziszowska"
"253","Skawina Os.Radziszowskie"
"253","Skawina Nad Potokiem"
"253","Radziszów Kamionna"
"253","Radziszów Centrum"
"253","Radziszów Zadworze"
"253","Radziszów Włosanka"
"253","Radziszów Podlesie"
"253","Radziszów Leśniczówka"
"253","Radziszów Stare Sanatorium"
"255","Borek Fałęcki"
"255","Góra Borkowska"
"255","Judyma"
"255","Kąpielowa"
"255","Opatkowice Wiadukt"
"255","Opatkowice"
"255","Ważewskiego"
"255","Libertów Dolny"
"255","Lusina Granica"
"255","Lusina"
"255","Lusina Dwór"
"255","Lusina Spacerowa"
"255","Lusina Szkoła"
"255","Lusina Łany"
"255","Lusina Pętla"
"255","Gaj Kwiatowa"
"255","Gaj Rudawa"
"255","Gaj Zgody"
"257","Nowy Kleparz"
"257","Biskupa Prandoty"
"257","Opolska Estakada"
"257","Aleja 29 Listopada"
"257","Kuźnicy Kołłątajowskiej"
"257","Belwederczyków"
"257","Trzecia Góra"
"257","Węgrzce Starostwo Powiatowe"
"257","Węgrzce"
"257","Bibice"
"257","Michałowice Komora"
"257","Michałowice Banasiówka"
"257","Michałowice Kwiaty Polne"
"257","Michałowice Brzozowa"
"257","Michałowice Las Michałowski"
"257","Michałowice Ujęcie Wody"
"257","Michałowice Ośrodek Zdrowia"
"257","Michałowice II"
"257","Warszówka"
"257","Laskowiec"
"257","Michałowice Gościniec"
"257","Kozierów Skrzyżowanie"
"258","Bronowice Małe"
"258","Bronowice Wiadukt"
"258","Rondo Ofiar Katynia"
"258","Katowicka"
"258","Pasternik Cmentarz"
"258","Pasternik"
"258","Droga do Rząski"
"258","Rząska Jednostka Wojskowa"
"258","Rząska UR"
"258","Rząska"
"258","Rząska Autostrada"
"258","Modlniczka Mała"
"258","Zabierzów Działki"
"258","Zabierzów"
"258","Skała Kmity"
"258","Szczyglice"
"258","Balice Autostrada"
"258","Balice Autostrada"
"258","Balice Szkoła"
"258","Balice Instytut"
"258","Balice Winna Góra"
"258","Aleksandrowice Osiedle"
"258","Aleksandrowice"
"258","Morawica Cmentarz"
"258","Brzoskwinia Koziary"
"258","Brzoskwinia Góra"
"258","Brzoskwinia Sklep"
"258","Brzoskwinia Kamyk"
"258","Brzoskwinia"
"258","Nielepice Stadnina"
"259","Salwator"
"259","Malczewskiego"
"259","Księcia Józefa"
"259","Benedyktowicza"
"259","Glinnik"
"259","Przegorzały"
"259","Zaskale"
"259","Na Krępaku"
"259","Bielańskie Skały"
"259","Wodociągi"
"259","Skalna"
"259","Bielańska"
"259","Kryspinów Stopień Wodny"
"259","Piekary Na Brzegu"
"259","Piekary Korea"
"259","Piekary Sklep"
"259","Piekary"
"259","Piekary Pałac"
"259","Piekary Górne"
"259","Piekary III"
"259","Rączna Kapliczka"
"259","Rączna OSP"
"259","Rączna Boisko"
"259","Rączna Osiedle"
"259","Dąbrowa Szlachecka Krzyż"
"259","Dąbrowa Szlachecka Figurka"
"259","Dąbrowa Szlachecka"
"259","Dąbrowa Szlachecka Krzemiennik"
"259","Wołowice Szkoła"
"259","Wołowice"
"259","Wołowice Kapliczka"
"259","Wołowice"
"259","Wołowice Sklep"
"259","Wołowice Pichonówka"
"259","Wołowice Niwa"
"259","Czernichów Stacja Paliw"
"259","Czernichów GS"
"260","Prądnik Czerwony"
"260","Strzelców"
"260","Rondo Barei"
"260","Strzelców"
"260","Prądnik Czerwony"
"260","Cmentarz Batowice"
"260","Cmentarz Batowice Wschód"
"260","Batowice"
"260","Batowice PKP"
"260","Batowice Spławy"
"260","Batowice Kapliczka"
"260","Batowice Dłubnia"
"260","Raciborowice Centrum"
"260","Kończyce"
"260","Książniczki Boisko"
"260","Książniczki Centrum"
"260","Książniczki Las"
"260","Młodziejowice Młyn"
"260","Młodziejowice Park"
"260","Michałowice Ogrodowa"
"260","Michałowice"
"260","Michałowice I"
"260","Michałowice Koźlica"
"260","Masłomiąca Staw"
"260","Masłomiąca"
"260","Więcławice Stare"
"260","Sieborowice"
"260","Zagórzyce Stare"
"260","Zagórzyce Dworskie"
"260","Zagórzyce Stare"
"260","Sieborowice"
"260","Więcławice Stare Wysyłek"
"260","Pielgrzymowice Granica"
"260","Pielgrzymowice"
"263","Czerwone Maki"
"263","Czerwone Maki"
"263","Bunscha"
"263","Babińskiego"
"263","Skotniki"
"263","Baczyńskiego"
"263","Wrony"
"263","Skawina Podlipki"
"263","Skawina Rzepnik"
"263","Skawina Rynek"
"263","Skawina Szkoła"
"263","Skawina Sąd"
"263","Skawina Koncentraty"
"263","Rzozów Baseny"
"263","Rzozów I"
"263","Rzozów Skotnica"
"263","Rzozów Zagonnie"
"263","Rzozów PKP"
"263","Radziszów Kładka"
"263","Radziszów Zacisze"
"263","Radziszów Podwale"
"263","Radziszów Zawodzie"
"263","Radziszów PKP"
"263","Wola Radziszowska Łęg"
"263","Wola Radziszowska Mała Ostra Góra"
"263","Wola Radziszowska Most"
"263","Wola Radziszowska Lipki"
"263","Wola Radziszowska Podgaźle"
"263","Wola Radziszowska Centrum"
"263","Wola Radziszowska Chorzyny"
"265","Borek Fałęcki"
"265","Góra Borkowska"
"265","Judyma"
"265","Kąpielowa"
"265","Wilga"
"265","Zdrojowa"
"265","Swoszowice Sklep"
"265","Swoszowice Poczta"
"265","Pytlasińskiego"
"265","Chałubińskiego"
"265","Krakówka"
"265","Lusina Dolna"
"265","Lusina Zagrody"
"265","Lusina Kraśnik"
"265","Lusina Dobrzyczany"
"265","Lusina Górka"
"265","Lusina Zielona"
"267","Krowodrza Górka"
"267","Zdrowa"
"267","Mackiewicza"
"267","Clepardia"
"267","Siewna Wiadukt"
"267","Siewna"
"267","Dożynkowa"
"267","Witkowice Nowe"
"267","Witkowice"
"267","Os.Marszowiec"
"267","Zielonki Marszowiec Pętla"
"267","Zielonki Galicyjska"
"267","Zielonki UG"
"267","Zielonki Transformator"
"267","Zielonki Rozjazd"
"267","Trojanowice Strugi"
"267","Trojanowice"
"267","Januszowice"
"267","Korzkiew Botoja"
"267","Korzkiew Zamek"
"267","Grębynice OSP"
"267","Grębynice"
"267","Grębynice Mogiełki"
"267","Maszyce"
"267","Maszyce Remiza"
"267","Maszyce Skrzyżowanie"
"267","Smardzowice Wołówka"
"268","Bronowice Małe"
"268","Bronowice Wiadukt"
"268","Rondo Ofiar Katynia"
"268","Katowicka"
"268","Pasternik Cmentarz"
"268","Pasternik"
"268","Droga do Rząski"
"268","Leroy Merlin"
"268","Modlniczka Trzcie"
"268","Brzezie Działki"
"268","Brzezie Narodowe"
"268","Brzezie"
"268","Ujazd Pętla"
"268","Brzezie"
"268","Brzezie Narodowe"
"268","Brzezie Kulka"
"268","Bolechowice Zielona"
"268","Zabierzów Młyn"
"268","Bolechowice Zielona"
"268","Bolechowice Krzewiny"
"268","Bolechowice Drogi"
"268","Bolechowice"
"268","Karniowice I"
"269","Salwator"
"269","Malczewskiego"
"269","Księcia Józefa"
"269","Benedyktowicza"
"269","Glinnik"
"269","Przegorzały"
"269","Na Krępaku"
"269","Bielańskie Skały"
"269","Wodociągi"
"269","Bielany Klasztor"
"269","Bielany Szkoła"
"269","Bielany"
"269","Granica Miasta"
"269","Kryspinów"
"269","Budzyń Plaża Główna"
"269","Budzyń Zalew Budzyński"
"269","Cholerzyn"
"269","Cholerzyn Sklep"
"269","Cholerzyn Skrzyżowanie"
"269","Cholerzyn Granica"
"269","Mników Dziady"
"269","Mników Droga do Kaszowa"
"269","Mników Sklep"
"269","Czułów"
"269","Czułów Droga na Czułówek"
"269","Czułów Szkoła"
"269","Sanka Skrzyżowanie"
"269","Rybna Nowy Świat"
"269","Rybna Nowy Świat Góra"
"269","Rybna Szkoła"
"269","Rybna"
"269","Rybna Dół"
"269","Rybna Ośrodek Zdrowia"
"269","Rybna Granica"
"269","Przeginia Duchowna"
"269","Czułówek"
"270","Prądnik Czerwony"
"270","Strzelców"
"270","Rondo Barei"
"270","Strzelców"
"270","Prądnik Czerwony"
"270","Cmentarz Batowice"
"270","Cmentarz Batowice Wschód"
"270","Batowice"
"270","Batowice PKP"
