"line_number","stop_name"
"133","Przykopy"
"133","Kurdwanów"
"133","Bujaka"
"133","Wysłouchów"
"133","Bojki"
"133","Kurdwanów Szkoła"
"133","Cechowa"
"133","Piaski Wielkie"
"133","Przy Kuźni"
"133","Hallera"
"133","Słona Woda"
"133","Kosocicka"
"133","Wielicka"
"133","Jerzmanowskiego"
"133","Prokocim Szpital"
"133","Teligi"
"133","Nowy Prokocim"
"133","Ćwiklińskiej"
"133","Nowy Bieżanów"
"133","Mała Góra"
"133","Bieżanów Cmentarz"
"133","Ks.Łaczka"
"133","Bieżanów Drożdżownia PKP"
"133","Drożdżowa"
"133","Ślósarczyka"
"133","Bieżanów Kaim"
"134","Cracovia Stadion"
"134","Cracovia Błonia"
"134","Instytut Reumatologii"
"134","Przegon"
"134","Słonecznikowa"
"134","Tondosa"
"134","Strzelnica"
"134","Sielanka"
"134","Stara Wola"
"134","Baba Jaga"
"135","Centrum JP II"
"135","Przykopy"
"135","Kurdwanów"
"135","Bujaka"
"135","Halszki"
"135","Myślenicka"
"135","Swoszowice Autostrada"
"135","Swoszowice Osiedle"
"135","Swoszowice Pawilon"
"135","Swoszowice Sklep"
"135","Swoszowice Poczta"
"135","Swoszowice"
"135","Wróblowice Szkoła"
"135","Wróblowice Rozwidlenie"
"135","Ukraina"
"135","Zbydniowice"
"135","Zbydniowice Szkoła"
"137","Krowodrza Górka"
"137","Zdrowa"
"137","Mackiewicza"
"137","Clepardia"
"137","Siewna Wiadukt"
"137","Siewna"
"137","Natansona"
"137","Słomczyńskiego"
"137","Kuźnicy Kołłątajowskiej"
"137","Banacha"
"138","Kombinat"
"138","Zajezdnia Nowa Huta"
"138","Elektromontaż"
"138","Wańkowicza"
"138","Makuszyńskiego"
"138","Nad Dłubnią"
"138","Zajezdnia Bieńczyce"
"138","Nowolipki"
"138","Łowińskiego"
"138","Os.Mistrzejowice Nowe"
"138","Kupały"
"138","Os.Kalinowe"
"138","Wiślicka"
"138","Okulickiego"
"138","Os.Oświecenia"
"138","Park Wodny"
"138","Rondo Barei"
"138","Rondo Barei"
"138","Olsza II"
"138","Lublańska"
"138","Opolska Estakada"
"138","Imbramowska"
"138","Mackiewicza"
"138","Zdrowa"
"138","Krowodrza Górka"
"138","Krowoderskich Zuchów"
"138","Batalionu Skała AK"
"138","Makowskiego"
"138","Różyckiego"
"139","Kombinat"
"139","Struga"
"139","Aleja Róż"
"139","Żeromskiego"
"139","Teatr Ludowy"
"139","Arka"
"139","Os.Jagiellońskie"
"139","Rondo Hipokratesa"
"139","Dunikowskiego"
"139","Rondo Piastowskie"
"139","Os.Złotego Wieku"
"139","Miśnieńska"
"139","Mistrzejowice"
"139","Bohomolca"
"139","Marchołta"
"139","Os.Oświecenia"
"139","Park Wodny"
"139","Rondo Barei"
"139","Rondo Barei"
"139","Olszecka"
"139","Aleja 29 Listopada"
"139","Opolska Estakada"
"139","Uniwersytet Rolniczy"
"139","Biskupa Prandoty"
"139","Cmentarz Rakowicki Zachód"
"139","Nowy Kleparz"
"139","Grottgera"
"139","Plac Inwalidów"
"139","Czarnowiejska"
"139","Kawiory"
"139","Miasteczko Studenckie AGH"
"139","Przybyszewskiego"
"139","Armii Krajowej"
"139","Zarzecze"
"139","Bronowice Wiadukt"
"139","Balicka Wiadukt"
"139","Bronowice Małe"
"139","Giełda Balicka P+R"
"139","Lindego"
"139","UR Balicka"
"139","Młynówka SKA"
"139","Godlewskiego"
"139","Zakliki"
"141","Pleszów"
"141","Zakład Przeróbki"
"141","Szymańskiego"
"141","Igołomska"
"141","Prawocheńskiego"
"141","Rzepakowa"
"141","Rzepakowa Świetlica"
"141","Żwirownia"
"141","Ciekowiec"
"142","Cmentarz Batowice"
"142","Cmentarz Batowice"
"142","Prądnik Czerwony"
"142","Strzelców"
"142","Rondo Barei"
"142","Park Wodny"
"142","Os.Oświecenia"
"142","Okulickiego"
"142","Wiślicka"
"142","Os.Dywizjonu 303"
"142","Stella-Sawickiego"
"142","Medweckiego"
"142","Czyżyny Dworzec"
"142","Marii Dąbrowskiej"
"142","Os.Kościuszkowskie"
"142","DH Wanda"
"142","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"142","Os.Zgody"
"142","Aleja Róż"
"142","Struga"
"142","Kombinat"
"142","Zajezdnia Nowa Huta"
"142","Elektromontaż"
"142","Os.Na Stoku Szkoła"
"142","Architektów"
"143","Dworzec Płaszów"
"143","Dworcowa"
"143","Kabel"
"143","Bieżanowska"
"143","Prosta"
"143","Prokocim Rynek"
"143","Młodzieży"
"143","Cmentarz Prokocim"
"143","Bieżanów Trafo"
"143","Bieżanów Szkoła"
"143","Barbary"
"143","Bieżanów Pomnik"
"143","Sucharskiego"
"143","Złocieniowa"
"143","Jasieńskiego"
"144","Rżąka"
"144","Jerzmanowskiego"
"144","Prokocim Szpital"
"144","Wlotowa"
"144","Bieżanowska"
"144","Malborska"
"144","Makowa"
"144","Kamieńskiego"
"144","Bonarka"
"144","Kamieńskiego Wiadukt"
"144","Rondo Matecznego"
"144","Ludwinów"
"144","Centrum Kongresowe"
"144","Konopnickiej"
"144","Jubilat"
"144","Cracovia"
"144","Czarnowiejska"
"144","Kawiory"
"144","Biprostal"
"144","Mazowiecka"
"144","Łobzów PKP"
"144","Stachiewicza"
"144","Makowskiego"
"144","Batalionu Skała AK"
"144","Wyki"
"144","Prądnik Biały Zachód"
"144","Pachońskiego"
"145","Borek Fałęcki"
"145","Góra Borkowska"
"145","Judyma"
"145","Kąpielowa"
"145","Wilga"
"145","Zdrojowa"
"145","Swoszowice Sklep"
"145","Swoszowice Poczta"
"145","Swoszowice"
"145","Fort Swoszowice"
"145","Landaua"
"145","Kenara"
"145","Wróblowice Cmentarz"
"145","Wróblowice Dom Kultury"
"145","Wróblowice Rozwidlenie"
"145","Ukraina"
"145","Zbydniowice"
"145","Zbydniowice Szkoła"
"151","Judyma Szkoła"
"151","Os.Kliny"
"151","Forteczna"
"151","Kliny Zacisze"
"151","Pod Fortem"
"151","Kliny Zacisze"
"151","Borkowska"
"151","Las Borkowski"
"151","Polana Żywiecka"
"151","Łuczyńskiego"
"151","Żywiecka"
"151","Rynek Fałęcki"
"151","Solvay"
"152","Aleja Przyjaźni"
"152","Os.Zgody"
"152","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"152","DH Wanda"
"152","Os.Na Lotnisku"
"152","Os.Strusia"
"152","Wiślicka"
"152","Okulickiego"
"152","Os.Oświecenia"
"152","Park Wodny"
"152","Rondo Barei"
"152","Rondo Barei"
"152","Miechowity"
"152","Rondo Młyńskie"
"152","Pilotów"
"152","Narzymskiego"
"152","Brodowicza"
"152","Rondo Mogilskie"
"152","Lubicz"
"152","Dworzec Główny"
"152","Basztowa LOT"
"152","Teatr Bagatela"
"152","Uniwersytet Jagielloński"
"152","Cracovia Błonia"
"152","Instytut Reumatologii"
"152","Przegon"
"152","Słonecznikowa"
"152","Tondosa"
"152","Strzelnica"
"152","Sielanka"
"152","Park Decjusza"
"152","Panieńskich Skał"
"152","Królowej Jadwigi"
"152","Chełm"
"152","Raczkiewicza"
"152","Leśmiana"
"152","Olszanica Kapliczka"
"153","Os.Piastów"
"153","Piasta Kołodzieja"
"153","Popielidów"
"153","Kruszwicka"
"153","Kleeberga"
"153","Dunikowskiego"
"153","Rondo Hipokratesa"
"153","Os.Jagiellońskie"
"153","Arka"
"153","Teatr Ludowy"
"153","Żeromskiego"
"153","Aleja Róż"
"153","Struga"
"153","Bulwarowa"
"153","Os.Willowe"
"153","Klasztorna"
"153","Os.Wandy"
"153","Os.Na Skarpie"
"153","Szpital Żeromskiego"
"153","Sieroszewskiego"
"153","Klasztor Cystersów"
"153","Stare Wiślisko"
"153","Lasek Mogilski"
"154","Prądnik Biały"
"154","Pachońskiego"
"154","Prądnik Biały Zachód"
"154","Wyki"
"154","Batalionu Skała AK"
"154","Łokietka"
"154","Wybickiego"
"154","Bratysławska"
"154","Nowy Kleparz"
"154","Politechnika"
"154","Dworzec Główny Zachód"
"154","Dworzec Główny"
"155","Łagiewniki"
"155","Łagiewniki"
"155","Sucha"
"155","Fredry"
"155","Turowicza"
"155","Przykopy"
"155","Kurdwanów"
"155","Bujaka"
"155","Halszki"
"155","Myślenicka"
"155","Swoszowice Autostrada"
"155","Swoszowice Osiedle"
"155","Swoszowice Pawilon"
"155","Swoszowice Sklep"
"158","Powstańców Wielkopolskich"
"158","Powstańców Wielkopolskich"
"158","Kuklińskiego"
"158","Stoczniowców"
"158","Saska"
"158","Szczecińska"
"158","Rzebika"
"158","Mały Płaszów"
"158","Surzyckiego"
"158","Płk. Dąbka"
"158","Zajezdnia Płaszów"
"158","Biskupińska"
"158","Albatrosów"
"158","Jeżowa"
"158","Rybitwy Sklep"
"158","Rybitwy Dom Kultury"
"158","Rybitwy Rozjazd"
"158","Szparagowa"
"158","Ks.Targosza"
"158","Przewóz"
"158","Wrobela"
"159","Os.Piastów"
"159","Piasta Kołodzieja"
"159","Popielidów"
"159","Kruszwicka"
"159","Kleeberga"
"159","Rondo Piastowskie"
"159","Łęczycka"
"159","Cedyńska"
"159","Wiślicka"
"159","Bora-Komorowskiego"
"159","Miechowity"
"159","Bosaków"
"159","Brogi"
"159","Wileńska"
"159","Uniwersytet Rolniczy"
"159","Biskupa Prandoty"
"159","Cmentarz Rakowicki Zachód"
"159","Nowy Kleparz"
"159","Grottgera"
"159","Plac Inwalidów"
"159","Czarnowiejska"
"159","Kawiory"
"159","Miasteczko Studenckie AGH"
"161","Pleszów"
"161","Zakład Przeróbki"
"161","Szymańskiego"
"161","Wyciąże"
"161","Wyciąże Zachód"
"161","Wyciąże Wiadukt"
"161","Cło"
"161","Brzeska"
"161","Zakępie"
"161","Wolica"
"161","Wolica Las"
"162","Os.Podwawelskie"
"162","Centrum Kongresowe"
"162","Centrum Kongresowe"
"162","Rynek Dębnicki"
"162","Praska"
"162","Zielińskiego"
"162","Os.Robotnicze"
"162","Park Skały Twardowskiego"
"162","Pychowice"
"162","Rodzinna"
"162","Górka Pychowicka"
"162","Fort Bodzów"
"162","Kostrze Szkoła"
"162","Kostrze OSP"
"162","Ślaskiego"
"162","Dąbrowa"
"162","Kostrze"
"162","Bagienna"
"163","Rżąka"
"163","Jerzmanowskiego"
"163","Prokocim Szpital"
"163","Teligi"
"163","Nowy Prokocim"
"163","Ćwiklińskiej"
"163","Nowy Bieżanów"
"163","Barbary"
"163","Bieżanów Pomnik"
"163","Agatowa"
"163","Złocień"
"163","Agatowa"
"163","Bieżanów Bazy"
"163","Półłanki"
"163","Bacutil"
"163","Garbarnia"
"163","Szparagowa"
"163","Lasek Mogilski"
"163","Stare Wiślisko"
"163","Klasztor Cystersów"
"163","Klasztorna"
"163","Os.Na Skarpie"
"163","Plac Centralny im. R.Reagana"
"163","Aleja Róż"
"164","Piaski Nowe"
"164","Nowosądecka"
"164","Wola Duchacka"
"164","Zajezdnia Wola Duchacka"
"164","Puszkarska"
"164","Kamieńskiego Wiadukt"
"164","Rondo Matecznego"
"164","Ludwinów"
"164","Centrum Kongresowe"
"164","Konopnickiej"
"164","Jubilat"
"164","Cracovia"
"164","AGH"
"164","Plac Inwalidów"
"164","Grottgera"
"164","Nowy Kleparz"
"164","Bratysławska"
"164","Szpital Narutowicza"
"164","Lekarska"
"164","Zdrowa"
"164","Mackiewicza"
"164","Clepardia"
"164","Siewna Wiadukt"
"164","Bociana"
"166","Łagiewniki"
"166","Łagiewniki"
"166","Borsucza"
"166","Lipińskiego"
"166","Grota-Roweckiego"
"166","Rostworowskiego"
"166","Zachodnia"
"166","Torfowa"
"166","Lubostroń"
"166","Skośna"
"166","Kobierzyn"
"166","Babińskiego"
"166","Skotniki"
"166","Brücknera"
"166","Skotniki Szkoła"
"166","Brücknera"
"166","Skotniki"
"166","Baczyńskiego"
"166","Wrony"
"166","Warchałowskiego"
"166","Tretówka"
"168","Krowodrza Górka"
"168","Krowoderskich Zuchów"
"168","Batalionu Skała AK"
"168","Makowskiego"
"168","Różyckiego"
"168","Azory"
"168","Gnieźnieńska"
"168","Czerwieńskiego"
"168","Fiszera"
"169","Zajezdnia Wola Duchacka"
"169","Sławka"
"169","Kamieńskiego"
"169","Bonarka"
"169","Kamieńskiego Wiadukt"
"169","Rondo Matecznego"
"169","Ludwinów"
"169","Centrum Kongresowe"
"169","Konopnickiej"
"169","Jubilat"
"169","Cracovia"
"169","AGH"
"169","Plac Inwalidów"
"169","Grottgera"
"169","Nowy Kleparz"
"169","Cmentarz Rakowicki Zachód"
"169","Biskupa Prandoty"
"169","Uniwersytet Rolniczy"
"169","Opolska Estakada"
"169","Aleja 29 Listopada"
"169","Kuźnicy Kołłątajowskiej"
"169","Banacha"
"171","Pleszów"
"171","Zakład Przeróbki"
"171","Szymańskiego"
"171","Wyciąże"
"171","Janówka"
"171","Błonia Kościelnickie"
"171","Kościelniki"
"171","Zabłocie Kościelnickie"
"171","Resztówka"
"171","Ostafina"
"171","Hektary"
"171","Wróżenice Górka"
"172","Aleja Przyjaźni"
"172","Os.Zgody"
"172","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"172","DH Wanda"
"172","Os.Na Lotnisku"
"172","Os.Strusia"
"172","Wiślicka"
"172","Bora-Komorowskiego"
"172","Olsza II"
"172","Lublańska"
"172","Opolska Estakada"
"172","Imbramowska"
"172","Mackiewicza"
"172","Pleszowska"
"172","Opolska Kładka"
"172","Opolska"
"172","Conrada"
"172","Rondo Ofiar Katynia"
"172","Bronowice Wiadukt"
"172","Bronowice Małe"
"172","Giełda Balicka P+R"
"172","Lindego"
"173","Nowy Bieżanów Południe"
"173","Nowy Prokocim"
"173","Teligi"
"173","Prokocim Szpital"
"173","Wlotowa"
"173","Bieżanowska"
"173","Malborska"
"173","Makowa"
"173","Kamieńskiego"
"173","Bonarka"
"173","Kamieńskiego Wiadukt"
"173","Rondo Matecznego"
"173","Ludwinów"
"173","Centrum Kongresowe"
"173","Konopnickiej"
"173","Jubilat"
"173","Cracovia"
"173","Czarnowiejska"
"173","Kawiory"
"173","Miasteczko Studenckie AGH"
"173","Przybyszewskiego"
"173","Armii Krajowej"
"173","Zarzecze"
"173","Bronowice Wiadukt"
"173","Rondo Ofiar Katynia"
"173","Conrada"
"174","Os.Kurdwanów"
"174","Stojałowskiego"
"174","Halszki"
"174","Bujaka"
"174","Kurdwanów"
"174","Beskidzka"
"174","Wola Duchacka"
"174","Zajezdnia Wola Duchacka"
"174","Sławka"
"174","Kamieńskiego"
"174","Bonarka"
"174","Kamieńskiego Wiadukt"
"174","Powstańców Wielkopolskich"
"174","Kuklińskiego"
"174","Stoczniowców"
"174","Koszykarska"
"174","Elektrociepłownia Kraków"
"174","M1 Nowohucka"
"174","Nowohucka"
"174","Centralna"
"174","Rondo Czyżyńskie"
"174","Os.Kolorowe"
"174","Plac Centralny im. R.Reagana"
"174","Os.Na Skarpie"
"174","Klasztorna"
"174","Bulwarowa Ogródki Działkowe"
"174","Bulwarowa"
"175","Borek Fałęcki"
"175","Góra Borkowska"
"175","Judyma"
"175","Kąpielowa"
"175","Opatkowice Wiadukt"
"175","Poronińska"
"175","Opatkowice Zadworze"
"175","Smoleńskiego"
"175","Opatkowice"
"175","Podgaje"
"175","Taklińskiego"
"175","Sidzina Olszyny"
"175","Żyzna"
"175","Petrażyckiego"
"175","Nałkowskiej"
"178","Mistrzejowice"
"178","Miśnieńska"
"178","Łęczycka"
"178","Wiślicka"
"178","Os.Dywizjonu 303"
"178","Stella-Sawickiego"
"178","Nowohucka"
"178","M1 Nowohucka"
"178","Elektrociepłownia Kraków"
"178","Koszykarska"
"178","Stoczniowców"
"178","Kuklińskiego"
"178","Powstańców Wielkopolskich"
"178","Tischnera"
"178","Łagiewniki"
"178","Borsucza"
"178","Lipińskiego"
"178","Grota-Roweckiego"
"178","Rostworowskiego"
"178","Zachodnia"
"178","Torfowa"
"178","Lubostroń"
"178","Skośna"
"178","Komuny Paryskiej"
"178","Zawiła"
"178","Borkowska"
"178","Kliny Zacisze"
"179","Os.Kurdwanów"
"179","Stojałowskiego"
"179","Halszki"
"179","Bujaka"
"179","Kurdwanów"
"179","Beskidzka"
"179","Wola Duchacka"
"179","Zajezdnia Wola Duchacka"
"179","Sławka"
"179","Kamieńskiego"
"179","Bonarka"
"179","Kamieńskiego Wiadukt"
"179","Rondo Matecznego"
"179","Ludwinów"
"179","Centrum Kongresowe"
"179","Konopnickiej"
"179","Jubilat"
"179","Cracovia"
"179","AGH"
"179","Plac Inwalidów"
"179","Grottgera"
"179","Nowy Kleparz"
"179","Politechnika"
"181","Pleszów"
"181","Koksochemia"
"181","Nadbrzezie"
"181","Suchy Jar"
"181","Gwarecka"
"181","Karowa"
"181","Dymarek"
"181","Oczyszczalnia Ścieków Kujawy"
"182","Os.Na Stoku"
"182","Architektów"
"182","Leszka Białego"
"182","Jana Kazimierza"
"182","Jagiełły"
"182","Petöfiego"
"182","Nowolipki"
"182","Łowińskiego"
"182","Os.Mistrzejowice Nowe"
"182","Kleeberga"
"182","Rondo Piastowskie"
"182","Os.Złotego Wieku"
"182","Miśnieńska"
"182","Mistrzejowice"
"182","Bohomolca"
"182","Marchołta"
"182","Os.Oświecenia"
"182","Park Wodny"
"182","Rondo Barei"
"182","Rondo Barei"
"182","Miechowity"
"182","Rondo Młyńskie"
"182","Pilotów"
"182","Narzymskiego"
"182","Brodowicza"
"182","Rondo Mogilskie"
"182","Uniwersytet Ekonomiczny"
"183","Złocień"
"183","Agatowa"
"183","Bieżanów Pomnik"
"183","Barbary"
"183","Nowy Bieżanów"
"183","Ćwiklińskiej"
"183","Nowy Prokocim"
"183","Teligi"
"183","Prokocim Szpital"
"183","Instytut Pediatrii"
"184","Os.Kurdwanów"
"184","Stojałowskiego"
"184","Halszki"
"184","Bujaka"
"184","Kurdwanów"
"184","Witosa"
"184","Nowosądecka"
"184","Wola Duchacka"
"184","Malborska Szkoła"
"184","Sułkowskiego"
"184","Malborska"
"184","Makowa"
"184","Kamieńskiego"
"184","Bonarka"
"184","Kamieńskiego Wiadukt"
"184","Rondo Matecznego"
"184","Ludwinów"
"184","Centrum Kongresowe"
"184","Stradom"
"184","Starowiślna"
"184","Hala Targowa"
"184","Rondo Grzegórzeckie"
"184","Rondo Mogilskie"
"184","Cmentarz Rakowicki"
"184","Narzymskiego"
"184","Pilotów"
"184","Rondo Młyńskie"
"184","Miechowity"
"184","Rondo Barei"
"184","Olszecka"
"184","Majora"
"184","Sudolska"
"184","Powstańców"
"184","Powstańców Garaże"
"184","Prądnik Czerwony"
"193","Na Załęczu"
"193","Habina"
"193","Odmętowa"
"193","Lasek Łęgowski"
"193","Lesisko"
"193","Lasek Mogilski"
"193","Stare Wiślisko"
"193","Klasztor Cystersów"
"193","Sieroszewskiego"
"193","Szpital Żeromskiego"
"193","Os.Na Skarpie"
"193","Klasztorna"
"193","Bulwarowa Ogródki Działkowe"
"193","Os.Willowe"
"193","Struga"
"193","Aleja Róż"
"193","Żeromskiego"
"193","Teatr Ludowy"
"193","Arka"
"193","Os.Jagiellońskie"
"193","Rondo Hipokratesa"
"193","Dunikowskiego"
"193","Kleeberga"
"193","Kruszwicka"
"193","Popielidów"
"193","Piasta Kołodzieja"
"193","Os.Piastów"
"193","Urząd Skarbowy Nowa Huta"
"193","Batowice PKP"
"193","Batowice"
"193","Cmentarz Batowice Wschód"
"193","Cmentarz Batowice"
"193","Prądnik Czerwony"
"194","Czerwone Maki"
"194","Czerwone Maki"
"194","Chmieleniec"
"194","Kampus UJ"
"194","Ruczaj"
"194","Norymberska"
"194","Rostworowskiego"
"194","Grota-Roweckiego"
"194","Lipińskiego"
"194","Kobierzyńska"
"194","Słomiana"
"194","Kapelanka"
"194","Szwedzka"
"194","Centrum Kongresowe"
"194","Centrum Kongresowe"
"194","Konopnickiej"
"194","Jubilat"
"194","Cracovia"
"194","Czarnowiejska"
"194","Kawiory"
"194","Biprostal"
"194","Mazowiecka"
"194","Łobzów PKP"
"194","Stachiewicza"
"194","Makowskiego"
"194","Krowoderskich Zuchów"
"201","Borek Fałęcki"
"201","Góra Borkowska"
"201","Zawiła Cmentarz"
"201","Las Borkowski"
"201","Zawiła"
"201","Komuny Paryskiej"
"201","Kobierzyn"
"201","Babińskiego"
"201","Skotniki"
"201","Baczyńskiego"
"201","Wrony"
"201","Skawina Podlipki"
"201","Skawina Rzepnik"
"201","Skawina Cmentarz"
"201","Skawina Popiełuszki"
"201","Skawina Ajka"
"202","Czyżyny Dworzec"
"202","Rondo Czyżyńskie"
"202","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"202","Teatr Ludowy"
"202","Kocmyrzowska"
"202","Wańkowicza"
"202","Darwina"
"202","Wzgórza Krzesławickie"
"202","Grębałów"
"202","Gustawa Morcinka"
"202","Prusy"
"202","Prusy Szkoła"
"202","Prusy WSR"
"202","Sulechów"
"202","Dojazdów PKS"
"202","Dojazdów Działki"
"202","Kocmyrzów Rondo"
"202","Luborzyca Szkoła"
"202","Luborzyca"
"202","Wola Luborzycka Działki"
"202","Wola Luborzycka"
"202","Wola Luborzycka Las"
"202","Goszyce"
"202","Goszyce Remiza"
"202","Skrzeszowice"
"202","Łososkowice Szkoła"
"203","Czerwone Maki"
"203","Czerwone Maki"
"203","Mochnaniec"
"203","Skotniki Szkoła"
"203","Winnicka"
"203","Fort Winnica"
"203","Kostrze Szkoła"
"203","Wały Wiślane"
"203","Kostrze Kapliczka"
"203","Kolna"
"203","Tor Kajakowy"
"203","Kolna"
"203","Tyniecka Autostrada"
"203","Bolesława Śmiałego"
"203","Tyniec"
"203","Bogucianka"
"203","Janasówka"
"203","Skawina Podgórki Skawińskie"
"203","Skawina Samborek Most"
"203","Skawina Wojska Polskiego"
"203","Skawina Tyniecka"
"203","Skawina Tyniecka Osiedle"
"203","Skawina Sąd"
"203","Skawina Szkoła"
"203","Skawina Rynek"
"203","Skawina Cmentarz"
"203","Skawina Popiełuszki"
"203","Skawina 29 Listopada"
"203","Skawina Starostwo Powiatowe"
"203","Skawina Ogrody"
"203","Skawina Kopernika"
"203","Skawina Cmentarz Komunalny"
"203","Skawina Wyspiańskiego Szkoła"
"203","Skawina Korabniki"
"203","Skawina Graniczna"
"203","Nałkowskiej"
"203","Petrażyckiego"
"203","Żyzna"
"203","Sidzina Olszyny"
"203","Taklińskiego"
"203","Podgaje"
"203","Opatkowice"
"203","Opatkowice Wiadukt"
"203","Kąpielowa"
"203","Judyma"
"203","Góra Borkowska"
"204","Borek Fałęcki"
"204","Góra Borkowska"
"204","Jugowicka"
"204","Myślenicka"
"204","Bujaka"
"204","Kurdwanów"
"204","Witosa"
"204","Nowosądecka"
"204","Piaski Nowe"
"204","Dauna"
"204","Bieżanowska"
"204","Wlotowa"
"204","Prokocim Szpital"
"204","Jerzmanowskiego"
"204","Wielicka"
"204","Wielicka Granica Miasta"
"204","Wieliczka CPN"
"204","Wieliczka Kościół"
"204","Wieliczka Cmentarz"
"207","Krowodrza Górka"
"207","Zdrowa"
"207","Pleszowska"
"207","Białoprądnicka"
"207","Piaszczysta"
"207","Glogera"
"207","Glogera Granica Miasta"
"207","Zielonki Skrzyżowanie"
"207","Zielonki UG"
"207","Zielonki Transformator"
"207","Zielonki Rozjazd"
"207","Trojanowice Krakowska"
"208","Dworzec Główny Wschód"
"208","Politechnika"
"208","Nowy Kleparz"
"208","Grottgera"
"208","Plac Inwalidów"
"208","Czarnowiejska"
"208","Kawiory"
"208","Miasteczko Studenckie AGH"
"208","Przybyszewskiego"
"208","Armii Krajowej"
"208","Zarzecze"
"208","Balicka Wiadukt"
"208","Bronowice Małe"
"208","Giełda Balicka P+R"
"208","Lindego"
"208","UR Balicka"
"208","Młynówka SKA"
"208","Godlewskiego"
"208","Zakliki"
"208","Mydlniki"
"208","Mydlniki Stawy"
"208","Mydlniki Granica Miasta"
"208","Szczyglice Podkamycze"
"208","Szczyglice Autostrada"
"208","Szczyglice Dom Kultury"
"208","Szczyglice"
"208","Balice Autostrada"
"208","Balice Autostrada"
"208","Balice I"
"209","Salwator"
"209","Malczewskiego"
"209","Księcia Józefa"
"209","Benedyktowicza"
"209","Glinnik"
"209","Przegorzały"
"209","Zaskale"
"209","Na Krępaku"
"209","Bielańskie Skały"
"209","Wodociągi"
"209","Bielany Klasztor"
"209","Bielany Szkoła"
"209","Bielany"
"209","Granica Miasta"
"209","Kryspinów"
"209","Budzyń Zalew na Piaskach"
"209","Balice Olszanica Bory"
"209","Balice Medweckiego"
"209","Balice I"
"209","Balice Autostrada"
"209","Balice Szkoła"
"209","Balice Instytut"
"209","Balice Winna Góra"
"209","Aleksandrowice Osiedle"
"209","Aleksandrowice"
"209","Morawica Cmentarz"
"209","Morawica Krzyżówka"
"210","Bronowice Małe"
"210","Bronowice Wiadukt"
"210","Rondo Ofiar Katynia"
"210","Stawowa"
"210","Jasnogórska"
"210","Skrzyżowanie do Podchruścia"
"210","Modlnica I Kolonia"
"210","Modlnica II"
"210","Szyce II"
"210","Szyce I"
"210","Wielka Wieś"
"210","Biały Kościół"
"210","Murownia"
"210","Czajowice"
"210","Bębło Stara Wieś"
"210","Bębło Łabajowa"
"210","Bębło Lasek"
"210","Będkowice Mosurowa"
"210","Będkowice Kawiory"
"210","Będkowice Borynia"
"210","Będkowice Cmentarz"
"210","Będkowice"
"210","Będkowice Długa"
"211","Kombinat"
"211","Kombinat"
"211","Kopiec Wandy"
"211","Bardosa"
"211","Bardosa"
"211","Fort Mogiła"
"211","Jeżynowa"
"211","Brama nr 5"
"211","Koksochemia"
"211","Pleszów"
"211","Zakład Przeróbki"
"211","Szymańskiego"
"211","Wyciąże"
"211","Wyciąże Sklep"
"211","Wyciąska"
"211","Podstawie"
"211","Drożyska"
"211","Przylasek Wyciąski"
"211","Siejówka"
"211","Bartnicza"
"211","Wolica Sklep"
"211","Wolica Kościół"
"211","Wolica Most"
"211","Niepołomice Kolejowa"
"211","Niepołomice Moczydło"
"211","Niepołomice Dworzec"
"211","Niepołomice Rynek"
"211","Niepołomice Batorego"
"211","Niepołomice Batorego II"
"211","Niepołomice Jazy"
"211","Niepołomice Jazy II"
"211","Wola Batorska Ruskie"
"211","Wola Batorska Żwirownia"
"211","Wola Batorska Kościół"
"211","Wola Batorska Cmentarz"
"211","Wola Batorska Borek"
"211","Wola Batorska Mikoniowiec"
"211","Wola Batorska Zamoglice"
"211","Zabierzów Bocheński Centrum"
"211","Wola Zabierzowska"
"211","Chobot"
"212","Czyżyny Dworzec"
"212","Rondo Czyżyńskie"
"212","Rondo Kocmyrzowskie im. Ks. Gorzelanego"
"212","Teatr Ludowy"
"212","Kocmyrzowska"
"212","Wańkowicza"
"212","Darwina"
"212","Wzgórza Krzesławickie"
"212","Grębałów"
"212","Gustawa Morcinka"
"212","Prusy"
"212","Prusy Szkoła"
"212","Prusy WSR"
"212","Sulechów"
"212","Dojazdów PKS"
"212","Dojazdów Działki"
"212","Kocmyrzów Rondo"
"212","Kocmyrzów Krzyżówka"
"212","Kocmyrzów Biblioteka"
"212","Kocmyrzów Sodfiny"
"212","Głęboka Kolonia"
"212","Głęboka"
"212","Karniów"
"213","Czerwone Maki"
"213","Czerwone Maki"
"213","Bunscha"
"213","Babińskiego"
"213","Skotniki"
"213","Baczyńskiego"
"213","Wrony"
"213","Skawina Podlipki"
"213","Skawina Rzepnik"
"213","Skawina Rynek"
"213","Skawina Szkoła"
"213","Skawina Sąd"
"213","Skawina Koncentraty"
"213","Rzozów Baseny"
"213","Rzozów I"
"213","Rzozów Szkoła"
"213","Gołuchowice"
"213","Gołuchowice Jurczyce"
"213","Gołuchowice Sklep"
"213","Polanka Hallera Dwór"
"213","Grabie Polanka"
"213","Krzęcin Sklep"
"213","Krzęcin Cmentarz"
